"id","sales_price","mercedes_c","vw_golf","vw_passat","bmw_320","opel_astra","diesel","other_car_owner","pm_green","private_seller","guarantee","inspection","maintenance_cert","co2_em","euro_norm","mile_20","mile_30","mile_40","mile_50","mile_100","mile_150","mileage","mileage2","age_3","age_6","age_car_years","age_car_years2"
52927,12.06,0,0,1,0,0,1,2,1,1,0,1,1,177,4,1,1,1,1,1,0,149,22201,1,1,9,81
49185,21.121,0,0,1,0,0,1,1,1,0,0,1,1,135,5,1,1,1,0,0,0,42,1764,0,0,1.2,1.44
64639,31.7,0,0,0,1,0,0,1,1,0,0,0,1,152,6,0,0,0,0,0,0,14.3,204.49,0,0,1.7,2.89
11372,14.24,1,0,0,0,0,0,2,1,0,0,0,0,179,4,1,1,1,1,0,0,56.161,3154.057921,1,1,6.4,40.96
7593,20.35,0,0,1,0,0,1,1,1,0,0,1,1,149,5,1,1,1,1,1,0,101.482,10298.596324,1,0,4.3,18.49
89992,11.679,0,1,0,0,0,0,2,1,0,0,1,1,154,4,1,1,1,1,0,0,71.544,5118.543936,1,1,7,49
100092,17.98,0,0,0,1,0,0,1,1,1,0,0,1,164,5,1,1,1,1,0,0,56.5,3192.25,1,0,5.8,33.64
69129,17.04,1,0,0,0,0,1,2,1,0,0,1,1,176,4,1,1,1,1,0,0,98.323,9667.412329,1,1,6,36
4549,20.829,0,1,0,0,0,1,2,1,0,0,1,0,103,5,0,0,0,0,0,0,18.833,354.681889,0,0,1.8,3.24
44946,21.21,1,0,0,0,0,0,2,1,0,0,1,1,229,5,1,1,1,1,0,0,74.352,5528.219904,1,0,5.3,28.09
81418,14.048,1,0,0,0,0,0,2,1,0,0,1,0,194,4,1,1,1,1,1,0,103.8,10774.44,1,1,7.7,59.29
88297,24.29,0,0,0,1,0,1,1,1,0,0,2,0,123,5,1,1,1,1,1,0,108.816,11840.921856,1,0,3,9
78093,17.04,0,0,1,0,0,1,1,1,0,0,0,1,135,5,1,1,1,1,1,0,134.229,18017.424441,1,0,4.1,16.81
27201,9.289,0,1,0,0,0,0,1,1,0,0,1,1,148,5,1,1,1,1,1,0,149.2,22260.64,1,0,5.1,26.01
64252,6.52,0,1,0,0,0,1,2,1,0,0,0,1,122,4,1,1,1,1,1,1,159,25281,1,1,7.1,50.41
42194,10.44,1,0,0,0,0,0,2,1,0,0,0,1,164,5,1,1,1,1,1,1,189.5,35910.25,1,0,3.8,14.44
9118,3.389,0,0,1,0,0,1,2,1,0,0,0,1,156,4,1,1,1,1,1,0,125.654,15788.927716,1,1,9.8,96.04
53494,25.14,0,0,0,1,0,1,1,1,0,0,2,0,124,5,1,1,1,1,0,0,66.615,4437.558225,1,0,3.1,9.61
97726,20.84,0,1,0,0,0,1,1,1,0,0,0,1,102,6,1,0,0,0,0,0,24.5,600.25,0,0,1.9,3.61
56764,12.79,0,0,1,0,0,1,3,0,1,0,1,0,159,5,1,1,1,1,1,1,171,29241,1,0,5.4,29.16
32351,27.59,1,0,0,0,0,1,2,1,0,0,1,1,128,5,1,1,0,0,0,0,37.235,1386.445225,0,0,2.8,7.84
67388,35.115,0,0,0,1,0,1,1,1,0,0,2,1,129,5,1,0,0,0,0,0,23.55,554.6025,0,0,1.2,1.44
12191,13.28,1,0,0,0,0,1,2,0,1,0,0,1,160,4,1,1,1,1,1,0,110,12100,1,1,7.2,51.84
90424,32.799,0,0,1,0,0,1,1,1,0,0,0,1,149,5,0,0,0,0,0,0,12.943,167.521249,0,0,1.5,2.25
104428,17.49,0,0,0,1,0,1,1,1,0,0,1,1,119,5,1,1,1,1,1,0,115.986,13452.752196,1,0,3.4,11.56
81433,19.679,0,0,0,1,0,1,0,1,0,0,2,1,119,5,1,1,1,1,1,1,170.1,28934.01,1,0,3.2,10.24
68624,19.65,0,0,0,1,0,1,1,1,0,0,1,1,142,5,1,1,1,1,1,0,112.068,12559.236624,1,0,3.3,10.89
36606,16.96,0,0,0,1,0,1,2,1,0,0,0,1,119,5,1,1,1,1,0,0,66.91,4476.9481,1,0,3.5,12.25
12775,17.57,0,0,1,0,0,1,1,1,0,0,1,1,140,5,1,1,1,1,1,0,109.986,12096.920196,1,0,4.4,19.36
76320,13,1,0,0,0,0,1,2,1,0,0,1,1,160,4,1,1,1,1,1,0,134.54,18101.0116,1,1,8,64
30779,34.1,0,0,0,1,0,1,2,1,0,0,1,1,135,5,1,1,1,1,0,0,94.771,8981.542441,0,0,2.6,6.76
31624,17.39,0,0,0,1,0,1,1,1,0,0,1,0,120,5,1,1,1,1,0,0,82.763,6849.714169,1,0,3.7,13.69
16636,15.03,0,0,1,0,0,1,0,1,0,0,2,1,120,5,1,1,1,1,1,0,110,12100,0,0,2.3,5.29
33060,27.758,0,0,0,1,0,1,1,1,0,0,2,1,125,5,1,1,1,1,0,0,69.31,4803.8761,1,0,3,9
68532,20.425,0,0,1,0,0,1,1,1,0,1,1,1,140,5,1,1,0,0,0,0,33.927,1151.041329,1,0,4.1,16.81
76832,18.411,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,0,0,96.783,9366.949089,0,0,1.6,2.56
41170,19.569,0,1,0,0,0,1,1,1,0,0,1,0,102,6,0,0,0,0,0,0,18.6,345.96,0,0,1.1,1.21
186,7.61,0,1,0,0,0,0,2,1,0,0,0,0,176,4,1,1,1,1,1,0,122.7,15055.29,1,1,7.8,60.84
24690,13.448,0,1,0,0,0,1,1,1,0,0,0,1,109,5,1,1,0,0,0,0,37.201,1383.914401,0,0,2.4,5.76
80989,13.399,0,0,1,0,0,1,1,1,0,0,2,1,121,5,1,1,1,1,1,0,127,16129,1,0,3.1,9.61
87958,12.23,0,1,0,0,0,1,1,1,0,0,2,1,119,5,1,1,1,1,0,0,72.555,5264.228025,1,0,4.3,18.49
72007,15.271,0,0,0,1,0,1,1,1,0,0,0,0,128,5,1,1,1,1,1,0,129.484,16766.106256,1,0,3.8,14.44
70998,17.409,0,1,0,0,0,1,1,1,0,0,0,0,104,5,1,0,0,0,0,0,24.331,591.997561,0,0,1.8,3.24
89298,16.4,0,0,1,0,0,1,0,1,0,0,0,1,153,5,1,1,1,1,1,1,188,35344,1,0,3.4,11.56
104586,11.7,0,0,1,0,0,1,1,0,0,0,0,1,121,5,1,1,1,1,1,0,144.341,20834.324281,1,0,5,25
2098,15.46,0,0,1,0,0,1,0,0,1,0,0,1,159,5,1,1,1,1,1,0,105,11025,1,0,5.8,33.64
20978,15.71,1,0,0,0,0,1,1,1,0,0,0,1,180,5,1,1,1,1,0,0,88.7,7867.69,1,0,4.9,24.01
16954,15.72,0,1,0,0,0,1,1,1,0,0,0,1,125,5,1,1,1,1,0,0,79.938,6390.083844,0,0,2.4,5.76
19024,20.87,1,0,0,0,0,0,1,1,0,0,1,1,167,5,1,1,1,1,0,0,74.795,5594.292025,1,0,4.1,16.81
99848,20.81,1,0,0,0,0,1,1,1,0,0,0,1,124,5,1,1,1,1,0,0,61.158,3740.300964,1,0,4,16
28202,19.039,0,1,0,0,0,0,1,1,0,0,1,1,115,5,0,0,0,0,0,0,11.5,132.25,0,0,1.1,1.21
73404,27.5,0,0,0,1,0,1,1,1,0,0,0,0,123,5,1,0,0,0,0,0,25.744,662.753536,0,0,2,4
48604,10.61,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,1,0,116.985,13685.490225,1,0,5.1,26.01
4786,9.39,0,0,1,0,0,1,0,1,0,0,2,1,184,4,1,1,1,1,1,0,136.9,18741.61,1,1,8.4,70.56
43607,17.469,1,0,0,0,0,1,0,1,0,0,0,1,124,5,1,1,1,1,0,0,95.45,9110.7025,1,0,3.5,12.25
59422,30,1,0,0,0,0,0,1,1,0,0,1,1,130,6,0,0,0,0,0,0,18.6,345.96,0,0,1.3,1.69
18030,10.78,0,0,1,0,0,1,1,1,0,1,1,1,120,5,1,1,1,1,1,1,150,22500,1,0,3.7,13.69
74439,16.8,0,0,1,0,0,1,2,1,0,0,1,1,120,5,1,1,1,1,0,0,81,6561,1,0,5,25
64880,9.02,0,0,0,0,1,1,1,1,0,0,2,0,119,5,1,1,1,1,1,0,137.249,18837.288001,1,0,3.7,13.69
103452,5.54,1,0,0,0,0,1,0,0,1,0,0,0,172,3,1,1,1,1,1,1,183,33489,1,1,10,100
65540,25.1,0,0,0,1,0,1,1,1,0,0,2,0,123,5,1,1,1,0,0,0,47.325,2239.655625,1,0,3.2,10.24
27244,17.91,1,0,0,0,0,1,2,1,0,1,1,1,157,5,1,1,1,1,1,0,112.487,12653.325169,1,0,4.7,22.09
57262,11.494,0,0,0,0,1,1,0,1,0,0,0,0,119,5,1,1,1,1,0,0,58.346,3404.255716,1,0,3.6,12.96
4112,20.59,0,1,0,0,0,1,1,1,0,0,1,1,139,5,1,1,0,0,0,0,37.5,1406.25,0,0,2.1,4.41
91440,20.3,0,0,1,0,0,1,1,1,0,0,0,1,123,5,1,1,1,0,0,0,42.572,1812.375184,1,0,3.5,12.25
28896,13.64,0,0,0,0,1,1,0,0,0,0,1,0,120,5,0,0,0,0,0,0,19.742,389.746564,0,0,1.4,1.96
67982,12.61,0,1,0,0,0,1,1,1,0,0,0,1,119,5,1,1,1,1,0,0,88.24,7786.2976,1,0,4.1,16.81
103765,6.645,0,0,1,0,0,1,1,1,0,0,0,0,148,5,1,1,1,1,1,1,199,39601,1,1,6,36
53430,4.63,0,0,0,0,1,1,1,1,0,0,0,1,119,4,1,1,1,1,1,1,170.28,28995.2784,1,0,5.7,32.49
17310,11.9,0,1,0,0,0,0,1,0,1,0,0,1,146,5,1,1,0,0,0,0,30.3,918.09,1,0,3.9,15.21
46414,22.92,0,1,0,0,0,0,2,1,0,0,0,1,126,6,0,0,0,0,0,0,11.7,136.89,0,0,1.8,3.24
70484,16.229,0,0,0,1,0,1,0,1,0,0,0,1,153,5,1,1,1,1,1,1,166.595,27753.894025,1,0,4.8,23.04
12540,24.18,1,0,0,0,0,1,1,1,0,0,2,1,147,5,1,1,0,0,0,0,32,1024,0,0,1.3,1.69
34018,10.85,0,1,0,0,0,1,0,1,0,0,1,1,119,5,1,1,1,1,1,0,111.351,12399.045201,1,1,6,36
65027,19.66,0,0,0,1,0,1,1,1,0,0,2,1,124,5,1,1,1,1,1,1,156,24336,0,0,2.8,7.84
97716,17.429,0,0,1,0,0,0,0,1,0,0,0,1,249,4,1,1,1,1,1,0,134.98,18219.6004,1,1,7.5,56.25
57588,13.4,0,1,0,0,0,0,1,1,0,0,0,0,136,5,1,1,0,0,0,0,32,1024,1,0,4,16
54916,13.97,0,0,0,0,1,1,1,1,0,0,1,1,106,5,0,0,0,0,0,0,19,361,0,0,2.1,4.41
70969,14.47,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,1,1,150.75,22725.5625,1,0,3.3,10.89
38601,21.54,0,0,1,0,0,1,1,1,0,0,1,1,122,5,1,1,1,1,0,0,56.925,3240.455625,0,0,1.6,2.56
26585,43.45,1,0,0,0,0,0,1,1,0,0,1,1,130,6,0,0,0,0,0,0,15.4,237.16,0,0,1.4,1.96
66964,18.21,0,0,0,0,1,1,1,1,0,0,0,0,104,6,1,0,0,0,0,0,25,625,0,0,1.7,2.89
23005,13.54,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,0,0,63.676,4054.632976,1,0,4.4,19.36
33817,14.01,0,0,1,0,0,1,1,1,0,0,0,1,135,5,1,1,1,1,1,0,126.027,15882.804729,1,0,4.4,19.36
99821,14.17,0,0,1,0,0,1,1,1,0,0,2,1,135,5,1,1,1,1,0,0,99.8,9960.04,1,0,5.2,27.04
27745,8.55,0,0,0,0,1,0,1,0,1,0,0,1,169,4,1,1,1,1,0,0,99.846,9969.223716,1,1,6.2,38.44
30873,30.47,0,0,0,1,0,1,1,1,0,0,2,1,114,6,1,0,0,0,0,0,24.397,595.213609,0,0,1.1,1.21
69173,8.629,0,0,1,0,0,1,1,1,0,0,1,1,158,4,1,1,1,1,1,0,107.8,11620.84,1,1,8.1,65.61
3164,17.66,1,0,0,0,0,0,0,1,0,0,1,0,179,4,1,1,1,0,0,0,42,1764,1,0,5.9,34.81
50946,30.71,1,0,0,0,0,1,0,0,1,0,2,0,127,5,1,1,0,0,0,0,35.115,1233.063225,0,0,2,4
17057,15.96,1,0,0,0,0,1,1,1,0,0,1,1,166,5,1,1,1,1,1,0,119.242,14218.654564,1,1,6.1,37.21
53039,43.5,0,0,0,1,0,1,1,1,0,1,1,1,151,6,0,0,0,0,0,0,17,289,0,0,1.1,1.21
9661,11.51,1,0,0,0,0,1,1,1,0,0,2,1,154,5,1,1,1,1,1,1,200,40000,1,0,5.2,27.04
23734,17.23,0,0,1,0,0,1,1,1,0,0,1,0,125,5,1,1,1,1,0,0,79.513,6322.317169,1,0,3,9
11963,23.09,1,0,0,0,0,1,0,1,0,0,1,1,171,5,1,1,1,1,0,0,95.9,9196.81,1,0,4.4,19.36
83938,7.04,0,0,1,0,0,1,2,1,0,0,1,0,189,4,1,1,1,1,1,1,177.925,31657.305625,1,1,8.8,77.44
59385,27.75,1,0,0,0,0,0,1,1,0,0,0,1,129,6,0,0,0,0,0,0,18.099,327.573801,0,0,1.3,1.69
86443,23.87,0,0,0,1,0,1,1,1,0,0,0,0,119,5,1,1,1,0,0,0,47.661,2271.570921,1,0,3.3,10.89
14477,17.999,1,0,0,0,0,1,1,1,0,0,1,1,127,5,1,1,1,1,1,0,144.614,20913.208996,0,0,2.5,6.25
37056,8.45,0,0,0,1,0,1,0,0,1,0,2,0,150,5,1,1,1,1,1,1,152,23104,1,1,7.2,51.84
49507,16.89,0,0,0,1,0,1,0,1,1,0,2,0,130,5,1,1,1,1,1,0,113,12769,1,1,6.1,37.21
93710,15.19,0,0,1,0,0,1,1,1,0,0,2,1,122,5,1,1,1,1,1,1,163.043,26583.019849,1,0,3.3,10.89
40686,29.129,1,0,0,0,0,1,1,1,0,1,0,0,191,5,1,1,1,1,0,0,96.615,9334.458225,1,0,3.6,12.96
33301,11.88,0,0,0,1,0,0,0,0,1,0,0,1,235,4,1,1,1,1,1,1,194,37636,1,1,7.9,62.41
34360,12.58,1,0,0,0,0,1,1,1,0,0,1,1,124,5,1,1,1,1,1,0,129,16641,1,0,4.9,24.01
75938,20.26,0,1,0,0,0,0,1,0,0,0,1,1,117,6,0,0,0,0,0,0,11.819,139.688761,0,0,1,1
5326,12.59,0,1,0,0,0,0,1,1,1,0,0,1,123,5,1,1,1,0,0,0,47.5,2256.25,1,0,4.9,24.01
82114,15.53,0,0,1,0,0,1,1,1,0,1,0,1,120,5,1,1,1,1,1,0,141.9,20135.61,0,0,2.2,4.84
92511,21.9,1,0,0,0,0,1,1,1,0,0,2,1,180,5,1,1,1,0,0,0,49.856,2485.620736,1,0,5.2,27.04
40774,23.48,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,0,0,0,0,31.89,1016.9721,0,0,1.1,1.21
21472,16.68,0,0,0,1,0,1,2,1,0,0,0,1,189,4,1,1,1,1,0,0,79,6241,1,1,8.5,72.25
11791,18.87,0,0,1,0,0,1,0,1,0,0,2,0,121,5,1,1,1,1,0,0,51,2601,1,0,3.7,13.69
37200,29.86,1,0,0,0,0,1,2,1,0,0,1,1,135,5,1,1,0,0,0,0,36.198,1310.295204,0,0,1.9,3.61
61039,22.72,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,0,0,0,42.8,1831.84,0,0,1.5,2.25
80969,9.5,0,0,1,0,0,1,2,1,1,0,0,1,159,5,1,1,1,1,1,1,195,38025,1,1,6.1,37.21
48400,12.45,0,0,1,0,0,1,0,0,0,0,2,0,135,5,1,1,1,1,1,1,182.118,33166.965924,1,0,3.6,12.96
35054,38.21,0,0,0,1,0,1,0,1,0,0,2,0,130,5,1,0,0,0,0,0,26.6,707.56,0,0,1.3,1.69
22219,19.95,0,1,0,0,0,1,0,1,0,1,2,0,103,5,1,0,0,0,0,0,27.6,761.76,0,0,1.1,1.21
87032,6.63,0,0,0,1,0,0,2,1,0,0,1,1,182,4,1,1,1,1,1,1,180,32400,1,1,10.4,108.16
96748,9.638,0,1,0,0,0,1,0,1,0,0,2,1,148,5,1,1,1,1,1,1,189.5,35910.25,1,0,4.7,22.09
26702,11.57,0,0,0,1,0,1,0,1,0,0,2,1,150,4,1,1,1,1,1,1,195.5,38220.25,1,1,6,36
1590,29.11,0,0,0,1,0,1,1,1,0,0,0,1,119,5,1,0,0,0,0,0,24.8,615.04,0,0,1.2,1.44
33433,15.05,1,0,0,0,0,1,0,0,1,0,2,0,160,4,1,1,1,1,1,0,138,19044,1,1,6.9,47.61
87322,13.66,0,1,0,0,0,1,1,1,0,0,0,1,128,5,1,1,1,1,1,0,111.4,12409.96,1,0,4.5,20.25
38848,11.15,0,0,1,0,0,1,1,1,0,0,1,1,169,6,1,1,1,1,1,0,145,21025,1,0,5.3,28.09
39497,21.71,0,0,0,1,0,1,1,1,0,0,1,1,119,5,1,1,1,1,0,0,84.099,7072.641801,0,0,2.6,6.76
96939,3.45,0,1,0,0,0,0,2,1,0,0,0,1,176,4,1,1,1,1,1,1,198,39204,1,1,8,64
103252,25.88,1,0,0,0,0,1,1,1,0,0,1,1,124,5,1,1,1,1,0,0,91.212,8319.628944,1,0,4.1,16.81
90745,22.62,0,0,1,0,0,1,1,1,0,0,1,1,151,5,1,1,1,1,0,0,79.2,6272.64,0,0,2.2,4.84
84594,28.47,1,0,0,0,0,1,1,1,0,0,2,1,108,6,0,0,0,0,0,0,19.736,389.509696,0,0,1.2,1.44
91444,19.17,0,0,1,0,0,1,0,1,0,0,2,0,122,5,1,1,1,0,0,0,40.1,1608.01,0,0,1.9,3.61
10771,4.8,0,0,1,0,0,1,1,1,0,0,0,0,158,4,1,1,1,1,1,1,182,33124,1,1,9.7,94.09
71161,11.69,0,1,0,0,0,1,1,1,0,0,0,1,148,5,1,1,1,1,1,0,124,15376,1,0,3.5,12.25
62344,16.1,0,0,1,0,0,1,1,1,0,0,0,1,139,5,1,1,1,1,1,0,112,12544,1,0,4.2,17.64
73826,43.119,1,0,0,0,0,1,1,1,0,1,0,1,121,6,1,0,0,0,0,0,25.977,674.804529,0,0,1.4,1.96
39259,10.13,0,0,0,1,0,1,2,0,1,0,0,1,131,4,1,1,1,1,1,1,169,28561,1,1,7.8,60.84
1854,9.809,0,1,0,0,0,0,1,1,0,0,0,1,146,5,1,1,1,1,1,0,122.2,14932.84,1,0,5.6,31.36
70082,9.52,0,0,0,1,0,1,0,1,0,0,0,0,162,5,1,1,1,1,1,1,200,40000,1,1,7.1,50.41
71951,17.8,0,0,0,1,0,1,1,1,0,0,1,1,124,5,1,1,1,1,1,0,125.061,15640.253721,1,0,3.3,10.89
64834,10.43,0,0,1,0,0,1,2,1,0,0,0,1,137,4,1,1,1,1,1,0,110.482,12206.272324,1,1,7.8,60.84
49798,16.69,0,0,0,0,1,1,1,1,0,1,1,1,129,5,1,1,1,0,0,0,46,2116,1,0,3.1,9.61
1592,33.07,0,0,0,1,0,1,1,1,0,0,1,1,124,5,1,1,0,0,0,0,30,900,0,0,1.2,1.44
37092,9.42,0,0,1,0,0,1,1,1,0,0,0,1,136,5,1,1,1,1,1,1,198.605,39443.946025,1,0,3.5,12.25
45629,10.415,0,0,1,0,0,1,0,1,0,0,1,1,180,4,1,1,1,1,1,0,128.217,16439.599089,1,1,9.9,98.01
7509,13.88,0,1,0,0,0,1,1,1,0,0,1,1,119,5,1,1,1,1,0,0,93.5,8742.25,1,0,3.2,10.24
48150,12.698,0,0,0,1,0,1,1,1,0,0,2,1,165,4,1,1,1,1,1,1,175,30625,1,1,6.9,47.61
85506,19.12,1,0,0,0,0,1,1,1,0,0,1,1,134,5,1,1,1,1,1,0,102.3,10465.29,1,0,3.1,9.61
82368,9.85,0,0,0,1,0,1,1,1,0,0,1,1,120,5,1,1,1,1,1,1,196,38416,1,0,4.2,17.64
54215,20.81,1,0,0,0,0,1,1,1,0,0,1,1,127,5,1,1,1,0,0,0,45.897,2106.534609,1,0,3.1,9.61
23954,10.61,0,0,0,1,0,0,1,1,0,0,0,1,144,4,1,1,1,1,1,0,131.603,17319.349609,1,1,7.3,53.29
44488,23.529,0,0,0,1,0,1,0,1,0,0,1,0,127,5,1,1,1,0,0,0,47,2209,0,0,1.5,2.25
50620,18.84,1,0,0,0,0,0,1,1,0,0,1,1,139,6,1,1,1,0,0,0,46.35,2148.3225,1,0,3.2,10.24
88478,12.83,0,0,0,0,1,1,1,1,0,0,1,1,120,5,1,0,0,0,0,0,29.18,851.4724,1,0,3.2,10.24
38786,14.13,0,0,0,1,0,1,1,1,0,0,0,1,120,5,1,1,1,1,1,0,105,11025,1,0,4.6,21.16
90813,11.78,1,0,0,0,0,0,0,0,1,0,2,0,164,5,1,1,1,1,1,0,101,10201,1,1,6,36
68933,6.368,0,0,1,0,0,1,0,0,1,0,2,0,153,4,1,1,1,1,1,1,175,30625,1,1,8.5,72.25
87870,12.53,0,0,1,0,0,1,1,1,0,0,1,1,117,5,1,1,1,1,0,0,76.148,5798.517904,1,0,4.3,18.49
32360,15.65,1,0,0,0,0,1,1,1,0,0,2,1,180,4,1,1,1,1,0,0,91.9,8445.61,1,1,7.8,60.84
90197,17.339,0,0,1,0,0,1,1,1,0,0,1,1,121,5,1,1,1,1,1,0,109.9,12078.01,1,0,3.2,10.24
6022,16.08,0,0,0,0,1,1,1,1,0,0,1,1,135,5,1,1,1,1,0,0,72,5184,1,0,4.2,17.64
11425,20.55,0,0,1,0,0,1,1,1,0,0,2,0,125,5,1,1,1,1,0,0,71.087,5053.361569,1,0,4,16
68245,40.14,0,0,1,0,0,1,1,1,0,0,0,1,140,6,0,0,0,0,0,0,16.97,287.9809,0,0,1.4,1.96
51834,18.53,1,0,0,0,0,1,1,1,0,0,1,1,124,5,1,1,1,1,0,0,83.41,6957.2281,0,0,2.4,5.76
4253,11.84,1,0,0,0,0,1,1,0,0,0,2,1,161,5,1,1,1,1,1,1,177.903,31649.477409,1,0,5,25
96485,19.54,1,0,0,0,0,1,1,0,0,0,2,1,124,5,1,1,1,1,0,0,50,2500,0,0,2.2,4.84
7361,14.63,0,0,1,0,0,1,1,1,0,0,1,0,123,6,1,1,1,1,0,0,82.1,6740.41,1,0,3.6,12.96
101904,6.06,0,0,1,0,0,1,0,0,1,0,0,1,177,4,1,1,1,1,1,0,149.632,22389.735424,1,1,9.7,94.09
12116,17.93,0,0,0,1,0,1,2,1,0,0,2,0,120,4,1,1,1,1,0,0,88,7744,1,0,4.6,21.16
42313,11.43,0,0,0,0,1,1,1,1,0,0,2,0,122,5,1,1,1,1,0,0,98,9604,1,0,3.2,10.24
15508,14.77,1,0,0,0,0,0,0,1,0,0,0,1,198,4,1,1,1,1,0,0,73.4,5387.56,1,1,6.2,38.44
88339,21.42,1,0,0,0,0,0,1,1,0,0,2,1,155,5,1,1,1,1,0,0,98.762,9753.932644,1,0,4.3,18.49
16545,4,0,0,1,0,0,1,0,0,1,0,0,1,158,4,1,1,1,1,1,1,162.5,26406.25,1,1,9.8,96.04
37132,22.83,0,0,1,0,0,1,1,1,0,0,2,1,155,5,1,1,1,1,0,0,70.333,4946.730889,1,0,3.3,10.89
79432,14.04,0,0,0,0,1,1,2,1,0,0,1,1,129,5,1,1,1,1,0,0,83,6889,1,0,3.2,10.24
58608,7.14,0,1,0,0,0,1,0,0,1,0,2,0,143,5,1,1,1,1,1,1,196,38416,1,0,4.8,23.04
14698,14.22,0,0,1,0,0,1,2,1,0,1,1,0,184,4,1,1,1,1,0,0,82.251,6765.227001,1,1,8.8,77.44
56216,23.57,0,0,1,0,0,1,1,1,0,0,1,1,149,5,1,1,1,1,0,0,82.9,6872.41,1,0,3.5,12.25
63751,23.67,0,0,1,0,0,1,1,1,0,0,1,1,123,5,1,1,1,1,0,0,91.359,8346.466881,0,0,2.2,4.84
20703,8.07,0,1,0,0,0,0,2,1,0,0,1,0,176,4,1,1,1,1,0,0,89.5,8010.25,1,1,7.7,59.29
37439,23.98,0,0,1,0,0,1,1,1,0,0,1,1,151,5,1,1,1,1,0,0,53.13,2822.7969,1,0,4,16
50429,16.73,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,0,0,62.861,3951.505321,1,0,3.3,10.89
88437,15.025,0,0,1,0,0,0,1,1,0,0,0,1,142,5,1,1,1,0,0,0,49.799,2479.940401,1,0,3.9,15.21
26259,22.479,0,0,1,0,0,1,1,1,0,1,1,1,135,5,1,0,0,0,0,0,27.422,751.966084,0,0,1.1,1.21
104618,20.42,1,0,0,0,0,1,1,1,0,0,2,1,128,5,1,1,1,1,1,0,123.741,15311.835081,1,0,3,9
23310,9.51,0,1,0,0,0,1,1,1,0,1,0,1,128,5,1,1,1,1,1,0,136,18496,1,0,4.2,17.64
378,18.53,0,0,1,0,0,1,2,1,0,0,0,1,139,5,1,1,1,1,0,0,65.99,4354.6801,1,0,3.5,12.25
46651,14.579,0,1,0,0,0,1,1,1,0,0,2,1,139,5,1,1,1,1,0,0,90.142,8125.580164,1,0,5.2,27.04
82514,14.364,0,0,0,1,0,1,0,0,1,0,2,0,120,5,1,1,1,1,0,0,82,6724,1,0,5.9,34.81
103264,17.97,0,1,0,0,0,1,1,1,0,0,1,1,119,5,1,1,0,0,0,0,34.37,1181.2969,0,0,1.7,2.89
58627,12.18,0,1,0,0,0,1,2,1,0,0,1,0,119,5,1,1,1,1,0,0,57.931,3356.000761,1,0,5.9,34.81
19891,10.73,0,0,0,1,0,1,0,0,1,0,2,0,142,5,1,1,1,1,1,0,123,15129,1,0,4.2,17.64
39244,16.96,0,0,1,0,0,1,1,1,0,1,0,1,123,5,1,1,1,1,0,0,90.8,8244.64,1,0,3.9,15.21
33552,14.68,0,0,1,0,0,1,1,1,0,0,2,1,120,5,1,1,1,1,1,0,133.5,17822.25,1,0,3.7,13.69
570,16.684,0,0,0,0,1,1,0,1,0,0,1,0,120,5,1,1,1,1,0,0,81,6561,1,0,3.4,11.56
58066,14.78,0,0,1,0,0,1,1,1,0,0,1,1,120,5,1,1,1,1,0,0,94.239,8880.989121,1,0,4.1,16.81
21428,7.88,0,0,1,0,0,1,2,1,0,0,1,1,137,4,1,1,1,1,1,0,147.371,21718.211641,1,1,7.3,53.29
62093,6.77,0,1,0,0,0,1,0,1,0,0,0,0,119,5,1,1,1,1,1,0,135.7,18414.49,1,0,4.4,19.36
26879,17.44,0,0,0,1,0,1,1,1,0,0,2,0,142,5,1,1,1,1,1,1,153.742,23636.602564,1,0,4.1,16.81
57661,29.089,0,0,1,0,0,1,1,1,0,0,1,1,125,5,0,0,0,0,0,0,13.2,174.24,0,0,1.7,2.89
69627,12.69,0,0,0,1,0,1,0,0,1,0,0,1,158,4,1,1,1,1,0,0,98,9604,1,1,9.3,86.49
77031,18.2,0,0,1,0,0,1,1,1,0,0,1,1,139,5,1,1,1,1,1,0,118.292,13992.997264,1,0,3.2,10.24
27846,10.18,0,0,0,0,1,0,0,1,0,1,0,0,144,5,1,1,1,1,0,0,92.9,8630.41,1,0,4.5,20.25
54798,11.09,0,0,1,0,0,1,1,1,0,0,1,1,146,5,1,1,1,1,1,0,100,10000,1,1,6.5,42.25
92700,21.21,0,1,0,0,0,1,1,1,1,0,2,1,102,6,1,0,0,0,0,0,25,625,0,0,2.3,5.29
12263,13.42,0,0,0,1,0,1,1,1,0,1,0,1,120,5,1,1,1,1,1,1,163,26569,1,0,4.1,16.81
98934,20.61,1,0,0,0,0,0,2,0,1,0,1,1,235,5,1,1,1,1,0,0,59.8,3576.04,1,1,6.8,46.24
99054,14.719,0,0,1,0,0,1,0,1,0,0,0,1,121,5,1,1,1,1,0,0,96,9216,0,0,2.7,7.29
